CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location Point1
40397797,TOAD HALL,Manhattan,57,GRAND STREET,10013,2124318145,American,5/25/22,Violations were cited in the following area(s).,10J,Hand wash sign not posted,Not Critical,9,A,5/25/22,4/23/24,Cycle Inspection / Initial Inspection,40.72224401,-74.00351387,102,01,004700,1002964,1002280024,MN24,
50107674,WIMPY'S RESTAURANT,Manhattan,2334,2 AVENUE,10035,2128283661,Mexican,2/3/23,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,13,A,2/3/23,4/23/24,Cycle Inspection / Initial Inspection,40.79926616,-73.93610262,111,08,019400,1054785,1017960152,MN34,
50056825,BEST PIZZA,Brooklyn,24,AVENUE O,11204,7185133220,Pizza,2/28/22,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,11,A,2/28/22,4/23/24,Cycle Inspection / Re-inspection,40.61016276,-73.9843367,311,43,043000,3174092,3065960007,BK29,
40711561,MA SMITH'S DESSERT CAFE,Manhattan,2380,ADAM CLAYTON POWELL BOULEVARD,,2122342344,Bakery Products/Desserts,3/14/23,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,12,A,3/14/23,4/23/24,Cycle Inspection / Initial Inspection,0,0,,,,,1,,
50115912,NEW COTTAGE RESTAURANT,Manhattan,2199,BROADWAY,10024,2125957450,Chinese,3/2/22,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,12,A,3/2/22,4/23/24,Pre-permit (Operational) / Initial Inspection,40.78305258,-73.98053323,107,06,016300,1030900,1011690057,MN12,
50044312,CHINA LONG,Brooklyn,197,NEPTUNE AVENUE,11235,7183325807,Chinese,8/11/21,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,12,A,8/11/21,4/23/24,Cycle Inspection / Initial Inspection,40.58181439,-73.96062623,313,48,036600,3196513,3072640018,BK19,
40397116,TOLEDO,Manhattan,6,EAST   36 STREET,10016,2126965036,Spanish,9/30/19,Violations were cited in the following area(s).,10J,Hand wash sign not posted,Not Critical,7,A,9/30/19,4/23/24,Cycle Inspection / Initial Inspection,40.74950383,-73.98313805,105,04,008200,1017132,1008650068,MN20,
41225392,BAYARD'S ALEHOUSE,Manhattan,533,HUDSON STREET,10014,2129890313,American,8/19/21,Violations were cited in the following area(s).,20F,Current letter grade sign not posted.,Not Critical,,,,4/23/24,Administrative Miscellaneous / Initial Inspection,40.7343291,-74.00620993,102,03,007500,1011756,1006310039,MN23,
41627762,PICCOLINO,Staten Island,3935,AMBOY ROAD,10308,7189675870,Italian,9/21/22,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,11,A,9/21/22,4/23/24,Cycle Inspection / Initial Inspection,40.55132763,-74.14953173,503,51,014605,5114220,5046240001,SI54,
50108650,KOMA SUSHI,Brooklyn,1618,AVENUE M,11230,7187585311,Jewish/Kosher,12/22/22,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,9,A,12/22/22,4/23/24,Cycle Inspection / Initial Inspection,40.61812729,-73.95883613,314,44,053800,3180974,3067450008,BK43,
41709587,PEACHES SHRIMP AND CRAB,Brooklyn,4143,CLIFTON PLACE,,7186389500,Seafood,3/22/22,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,14,,,4/23/24,Cycle Inspection / Initial Inspection,0,0,,,,,3,,
40585479,CASANOVA RESTAURANT,Brooklyn,338,MC GUINESS BOULEVARD,11222,7183890990,Italian,2/24/20,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,13,A,2/24/20,4/23/24,Cycle Inspection / Re-inspection,40.73408878,-73.95227647,301,33,057900,3064086,3025140001,BK76,
50117561,KNAPP STREET PIZZA,Brooklyn,2157,KNAPP STREET,11229,7187430537,Pizza,1/31/22,Violations were cited in the following area(s).,10J,Hand wash sign not posted,Not Critical,32,,,4/23/24,Pre-permit (Operational) / Initial Inspection,40.60016755,-73.93406485,315,46,057000,3248258,3088220002,BK17,
50098929,THE BUFFS,Queens,1313,40TH AVE,11101,7183612362,Thai,7/30/22,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,10,A,7/30/22,4/23/24,Cycle Inspection / Initial Inspection,40.75558648,-73.94191985,401,26,008500,4005319,4004710690,QN68,
50037764,SONAMU HOUSE,Queens,15815,NORTHERN BLVD,11358,7188860094,Korean,3/11/24,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,10,A,3/11/24,4/23/24,Cycle Inspection / Re-inspection,40.76342083,-73.8071045,407,19,117100,4119307,4052740005,QN51,
50109446,SEAFOOD HIBACHI,Staten Island,364,BAY STREET,10301,7187279888,Chinese,4/15/24,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,12,A,4/15/24,4/23/24,Cycle Inspection / Re-inspection,40.6332282,-74.07531371,501,49,002100,5152029,5005030001,SI37,
50045647,WU'S WONTON KING,Manhattan,165,EAST BROADWAY,10002,2124771111,Chinese,8/2/22,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,44,,,4/23/24,Cycle Inspection / Initial Inspection,40.71405599,-73.99000799,103,01,000600,1003627,1002840028,MN28,
50000777,PIZZA BOY I,Queens,7404,37TH AVE,11372,7186513381,Pizza,3/14/22,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,42,,,4/23/24,Cycle Inspection / Initial Inspection,40.74896528,-73.89158201,403,25,028900,4029827,4012850035,QN28,
50104788,LOULOU,Manhattan,176,8 AVENUE,10011,9172925624,French,11/8/23,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,29,Z,11/8/23,4/23/24,Cycle Inspection / Re-inspection,40.74274197,-74.0003284,104,03,008700,1013890,1007680080,MN13,
50002426,SHISO,Queens,,JFK INTERNATIONAL AIRPORT,11430,6464775291,Japanese,3/16/17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,11,A,3/16/17,4/23/24,Cycle Inspection / Initial Inspection,40.64831283,-73.7882815,,,,,,,
50092870,PAPA THAI,Manhattan,2115,FREDERICK DOUGLASS BOULEVARD,,2128661857,Thai,7/7/22,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,0,,,4/23/24,Cycle Inspection / Initial Inspection,0,0,,,,,1,,
40394258,TOMMASO RESTAURANT,Brooklyn,1464,86 STREET,11228,7182369883,Italian,3/9/22,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,31,,,4/23/24,Cycle Inspection / Initial Inspection,40.6117389,-74.01009189,311,50,017000,3166101,3063590032,BK27,
50041493,THAI MAX,Bronx,200,BAYCHESTER AVENUE,10475,9179811148,Thai,12/19/22,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,33,,,4/23/24,Cycle Inspection / Initial Inspection,40.86590541,-73.83042975,210,12,046201,2120098,2051410006,BX13,
50004593,THE LANGHAM,Manhattan,400,5 AVENUE,10018,2126954005,American,2/3/20,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,10,A,2/3/20,4/23/24,Cycle Inspection / Re-inspection,40.75003086,-73.98340861,105,04,008400,1015937,1008387501,MN17,
50125904,CURRY HOUSE,Manhattan,9,PELL STREET,10013,6466785131,Thai,7/10/23,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,35,,,4/23/24,Pre-permit (Operational) / Initial Inspection,40.71471514,-73.99760117,103,01,002900,1001715,1001620052,MN27,
50099190,CHINA COCINA,Queens,10310,ROOSEVELT AVE,11368,7184763476,Chinese,6/26/23,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,22,,,4/23/24,Cycle Inspection / Initial Inspection,40.74987557,-73.86250863,404,21,040500,4048556,4019750008,QN26,
50104748,TALLGRASS BURGER,Manhattan,214,1 AVENUE,10009,2122532990,Hamburgers,12/15/22,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,11,A,12/15/22,4/23/24,Cycle Inspection / Initial Inspection,40.73049634,-73.98316814,103,02,003400,1005982,1004400008,MN22,
50092153,XING WONG BBQ,Manhattan,89,EAST BROADWAY,10002,2127798899,Barbecue,3/1/22,Violations were cited in the following area(s).,20F,Current letter grade sign not posted.,Not Critical,,,,4/23/24,Administrative Miscellaneous / Re-inspection,40.71374884,-73.99372707,103,01,000800,1003542,1002820032,MN27,
40378212,CUCHIFRITO,Manhattan,168,EAST  116 STREET,10029,2128764846,Spanish,3/22/23,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,23,,,4/23/24,Cycle Inspection / Initial Inspection,40.79828609,-73.94086392,111,08,018200,1052256,1016430044,MN34,
50116753,JIMMY'S PIZZERIA,Bronx,1907,STORY AVE,10473,7182394333,Pizza,7/18/22,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,12,A,7/18/22,4/23/24,Pre-permit (Operational) / Initial Inspection,40.82412841,-73.85940262,209,18,004200,,2,BX09,
50081233,FLAVOR'S HOUSE,Manhattan,449,2 AVENUE,10010,6468700318,Spanish,9/3/21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,35,,,4/23/24,Cycle Inspection / Initial Inspection,40.73943001,-73.9797774,106,02,006600,1019832,1009060028,MN20,
41686481,OREGANO,Brooklyn,102,BERRY STREET,11249,7185995988,Italian,3/18/24,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,13,A,3/18/24,4/23/24,Cycle Inspection / Re-inspection,40.71901699,-73.95860764,301,33,055700,3324818,3023180017,BK73,
50005345,MIKAKU,Manhattan,85,KENMARE STREET,10012,2124314820,Japanese,3/21/24,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,64,Z,3/21/24,4/23/24,Cycle Inspection / Re-inspection,40.72123944,-73.99676758,102,01,004100,1007202,1004810028,MN24,
40744131,ANTOJITOS MEXICANOS,Brooklyn,107,GRAHAM AVENUE,11206,7183849076,Mexican,1/4/22,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,27,,,4/23/24,Cycle Inspection / Initial Inspection,40.70540167,-73.94289789,301,34,050500,3071344,3030790026,BK90,
50108219,LA GARRA CATRACHA RESTAURANT,Queens,16924,JAMAICA AVE,11432,5167827937,Spanish,6/23/22,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,16,,,4/23/24,Pre-permit (Operational) / Compliance Inspection,40.70695089,-73.79045703,412,27,044400,4217405,4102100037,QN61,
50066692,MAY WAH PORK CHOP FAST FOOD,Manhattan,190,HESTER STREET,10013,2129256776,Chinese,10/18/22,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,29,,,4/23/24,Cycle Inspection / Initial Inspection,40.71830257,-73.99838747,102,01,004100,1002650,1002060012,MN24,
40879245,GRAND HYATT NEW YORK HOTEL,Manhattan,0,@ GRAND CENTRAL,,6462136774,American,12/17/19,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,23,,,4/23/24,Cycle Inspection / Initial Inspection,0,0,,,,,1,,
50131598,MARIO'S PIZZA,Brooklyn,812,GRAND STREET,11211,3475491833,Pizza,7/26/23,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,13,A,7/26/23,4/23/24,Pre-permit (Operational) / Initial Inspection,40.71190859,-73.94106349,301,34,049500,3069637,3027900020,BK90,
50040360,HARDEE,Brooklyn,209,UTICA AVENUE,11213,7187732789,Chinese,6/21/23,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,46,,,4/23/24,Cycle Inspection / Initial Inspection,40.67170567,-73.93083594,308,36,034700,3036537,3013730003,BK61,
50070745,THAI LEAF,Brooklyn,611,86 STREET,11209,6464967370,Thai,5/4/22,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,20,,,4/23/24,Cycle Inspection / Initial Inspection,40.62031148,-74.02424598,310,47,014200,3153221,3060370001,BK31,
50133152,FOOD BO GARDEN,Bronx,934C,EAST  163 STREET,10459,6462493361,Chinese,8/1/23,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,9,A,8/1/23,4/23/24,Pre-permit (Operational) / Re-inspection,40.82098125,-73.89658029,202,17,008700,2005452,2027030014,BX33,
41475422,NOODLE HOUSE,Queens,90-15,QUEENS BOULEVARD,11373,7182711890,Chinese,5/11/22,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,12,A,5/11/22,4/23/24,Cycle Inspection / Initial Inspection,40.73384018,-73.87157703,404,25,068300,4045999,4018600100,QN29,
40998515,HEARTH,Manhattan,403,EAST   12 STREET,10009,6466021300,American,1/24/23,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,11,A,1/24/23,4/23/24,Cycle Inspection / Re-inspection,40.72991447,-73.98330179,103,02,003400,1083482,1004400001,MN22,
41129343,PINO'S LA FORCHETTA,Brooklyn,181,7 AVENUE,11215,7189654020,Pizza,1/31/23,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,21,,,4/23/24,Cycle Inspection / Initial Inspection,40.67137306,-73.97782623,306,39,015500,3025166,3010760004,BK37,
50102205,CHUNG CHING,Bronx,26266,ALEXANDER AVE,,3479676666,Chinese,6/1/22,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,42,,,4/23/24,Pre-permit (Operational) / Initial Inspection,0,0,,,,,2,,
50005184,HIBINO LIC,Queens,1070,JACKSON AVE,11101,7183925190,Japanese,12/14/23,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,27,,,4/23/24,Cycle Inspection / Initial Inspection,40.74281705,-73.95208615,402,26,000700,4000253,4000430008,QN31,
50148397,DATE BAR,Queens,3626A,UNION ST,11354,9293076959,Chinese,3/26/24,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,13,A,3/26/24,4/23/24,Pre-permit (Operational) / Initial Inspection,40.76332501,-73.82797727,407,20,086900,4112360,4049770059,QN22,
50102402,ZAO MEN QIAN,Queens,4609,KISSENA BLVD,11355,9293058205,Chinese,3/25/24,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,53,,,4/23/24,Cycle Inspection / Initial Inspection,40.75045187,-73.81893348,407,20,120500,4117599,4052080001,QN52,
50080487,SLOW LORIS,Brooklyn,556,FLATBUSH AVENUE,11225,3479247758,Korean,11/16/22,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,22,,,4/23/24,Cycle Inspection / Initial Inspection,40.66034267,-73.96063737,309,40,079802,3114595,3050260070,BK60,
41624530,PIO PIO,Manhattan,604,10 AVENUE,10036,2124592929,Peruvian,2/14/23,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,19,,,4/23/24,Cycle Inspection / Initial Inspection,40.76058005,-73.99476225,104,03,012100,1087703,1010537503,MN15,
40380457,ARRIBA ARRIBA,Manhattan,762,9 AVENUE,10019,2124890810,Mexican,1/4/22,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,22,,,4/23/24,Cycle Inspection / Initial Inspection,40.76419718,-73.98841568,104,03,013300,1025191,1010420001,MN15,
50063518,ASIAN YUMMY HOUSE,Brooklyn,824,BROADWAY,11206,7185998889,Chinese,9/9/21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,18,,,4/23/24,Cycle Inspection / Initial Inspection,40.69928178,-73.93939411,303,36,028501,3042838,3015790026,BK78,
41163307,TAQUERIA SAN PEDRO,Manhattan,3662,BROADWAY,10031,2124912644,Mexican,9/14/22,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,17,B,9/14/22,4/23/24,Cycle Inspection / Re-inspection,40.83040284,-73.9475348,109,07,023700,1062176,1020830001,MN04,
41669453,EAST COAST REMIX,Brooklyn,1457,ST JOHNS PLACE,11213,3479555335,Caribbean,11/8/19,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,13,A,11/8/19,4/23/24,Cycle Inspection / Re-inspection,40.67054147,-73.93015583,308,36,034900,3036878,3013790068,BK61,
50042397,DAN AND JOHNS WINGS,Manhattan,135,1 AVENUE,10003,2128589935,Chicken,1/30/23,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,12,A,1/30/23,4/23/24,Cycle Inspection / Re-inspection,40.72774637,-73.98518569,103,02,003800,1077695,1004500033,MN22,
50045754,CHOCNYC BAKERY,Manhattan,4996,BROADWAY,10034,9178044848,Bakery Products/Desserts,4/15/22,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,13,A,4/15/22,4/23/24,Cycle Inspection / Initial Inspection,40.86821366,-73.91824004,112,10,030300,1064870,1022290005,MN01,
41231284,WESTVILLE,Manhattan,173,AVENUE A,10009,2126772033,American,3/29/22,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,9,A,3/29/22,4/23/24,Cycle Inspection / Initial Inspection,40.72835248,-73.9818662,103,02,003400,1005944,1004380027,MN22,
41407362,CAFE HIMALAYA,Manhattan,78,EAST    1 STREET,10009,2123580160,Asian/Asian Fusion,4/11/23,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,13,A,4/11/23,4/23/24,Cycle Inspection / Initial Inspection,40.72316021,-73.98819194,103,02,003002,1005757,1004290064,MN22,
